id,name,full_name,additional_name,uid,parent_name,legal,district_name,education_level_id,education_level_name,head_fio,ip_oo,org_founders_type_name,inn,ogrn,kpp,okogu,okopf,okato,okved,oktmo,okfs,total_place,occupied_place,shift_name,institution_status_id,institution_status_name,institution_type_name,program_type_arr,adaptability_type_arr,origin_address,origin_legal_address,phone,phone_add,email,site_url,region_id,orientation_name,count,in_user_region,in_user_institution,_isContextDisabled,isBlocked,site_available,site_title,site_keywords,site_descriptions,social_urls
3461,ГБОУ СОШ №643 Московского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №643 Московского района Санкт-Петербурга,,0ab93733-4be6-421b-94ff-1889dc1fa758,,,,,,  ,1,,7810143480,1027804895073,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,715.0,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, ул. Варшавская, дом 63, лит. А, 196191",,88123750000,88124175527,school643@rusobr.ru,http://643spb.edusite.ru/,10,"""Техническая"", ""Художественная"", ""Физкультурно-спортивная"", ""Социально-педагогическая"", ""Естественнонаучная""",1562,True,True,False,False,True,Школа №643 — Официальный сайт школы №643,[],[],"[['vk', 'https://vk.com/dopedu_spb', -1], ['vk', 'https://vk.com/spb643', -1]]"
1266,МКУ ДО ЦРТ г. Нея,"муниципальное казенное учреждение дополнительного образования ""Центр развития и творчества"" муниципального района город Нея и Нейского района Костромской области",,aba124ff-b981-4747-aeff-a61abf699412,,,,,,  ,1,,4406008110,1144434000424,,,Муниципальные казенные учреждения,,,,Государственная собственность,,603.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Костромская, р-н. Нейский, г. Нея, ул. Любимова, 157332",,84944431920,,neya-mkoudozrt@yandex.ru,http://,36,"""Социально-педагогическая"", ""Туристско-краеведческая"", ""Художественная"", ""Техническая"", ""Физкультурно-спортивная""",1562,True,True,False,False,False,,[],[],[]
2651,"""Районный дом творчества"" Яковлевского района","Муниципальное бюджетное учреждение дополнительного образования ""Районный дом творчества"" Яковлевского района",,50d36ed3-e274-445a-9c15-af612d7f4e67,,,,,,  ,1,,3121002544,1023101455387,,,,,,,,,1474.0,,,,Организация дополнительного образования,,,"обл. Белгородская, р-н. Яковлевский, г. Строитель, ул. Ленина, дом 21, 309070",,84724454555,,yakddt@yandex.ru,http://yakddt.ucoz.ru/,23,"""Художественная"", ""Социально-педагогическая"", ""Техническая""",1562,True,True,False,False,True,Новости - Дом творчества Яковлевского городского округа,[],[],[]
3505,"МБУДО ""ЦДТТ"" ИГОСК","муниципальное бюджетное учреждение дополнительного образования ""Центр детского технического творчества"" Изобильненского городского округа Ставропольского края",,93268d7d-501f-4604-8e7b-b8e8a8333379,,,,,,  ,1,,2607011790,1032600030583,,,,,,,,,250.0,,1.0,Функционирует,Организация дополнительного образования,,,"край. Ставропольский, р-н. Изобильненский, г. Изобильный, ул. Южная, 356145",,88654542477,,izobil-cdtt@yandex.ru,http://izobil-cdtt.ru,18,"""Техническая"", ""Естественнонаучная"", ""Художественная"", ""Туристско-краеведческая"", ""Физкультурно-спортивная""",1562,True,True,False,False,True,Официальный сайт Изобильненского центра детского технического творчества,"['творчество, дети, центр. детского, творчества, Изобильный, Избильненский район']",['Официальный сайт Изобильненского центра детского технического творчества'],[]
1000,"МБУ ДО ВМР ""Дом детского творчества"" п. Майский",Муниципальное бюджетное образовательное учреждение дополнительного образования  Вологодского муниципального района «Дом детского творчества» п. Майский,,a409d187-adb0-438c-9c26-619a4af23a5a,,,,,,  ,1,,3507010178,1033500001259,,,,,,,,,,,,,Организация дополнительного образования,,,"обл. Вологодская, р-н. Вологодский, п. Майский, дом 18, 160508",,78172750605,,domtvorchestva-vologda@mail.ru,http://,27,"""Художественная"", ""Физкультурно-спортивная"", ""Туристско-краеведческая"", ""Техническая"", ""Социально-педагогическая"", ""Естественнонаучная""",1562,True,True,False,,False,,[],[],[]
1622,ГОАУ ДО ЯО ЦДЮТТ г. Ярославль,государственное образовательное автономное учреждение дополнительного образования Ярославской области Центр детско-юношеского технического творчества,,29b32262-38bd-45dd-a7a1-ae49bd06a7d2,,,,,,  ,1,,7604026090,1027600690590,,,Государственные автономные учреждения субъектов Российской Федерации,,,,Государственная собственность,,630.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Ярославская, г. Ярославль, ул. Республиканская, дом 51, 150000",,84852329710,,admin-yar-ctt@mail.ru,http://cdutt.edu.yar.ru,63,"""Социально-педагогическая"", ""Художественная"", ""Техническая""",1562,True,True,False,,True,ГОАУ ДО Ярославской областиО нас,"['автомоделирование, программирование, судомоделирование, картинг, легоконструирование, автомоделирование, радиоэлектроника, электроника, робототехника, резьба по дереву, инженерная графика, 3D моделирование, спортивная радиопеленгация, охота на лис']",[],"[['vk', 'https://vk.com/yarbezopasnost', -1], ['vk', 'https://vk.com/cdutt_yar', -1]]"
3514,ГБОУ ФМЛ № 366 Московского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение лицей № 366 Московского района Санкт-Петербурга «Физико-математический лицей»,,807e02a0-68f6-48f8-8aa3-77dbd92dad42,,,,,,  ,1,,7810171085,1027804895161,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,468.0,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, ул. Фрунзе, дом 12, лит. А, 196135",,88123882652,,school366@fml366.org,http://www.fml366.org,10,"""Техническая"", ""Естественнонаучная"", ""Художественная"", ""Социально-педагогическая"", ""Физкультурно-спортивная""",1562,True,True,False,False,True,Новости и события | Физико-математический лицей №366,[],[],[]
5030,"МКУ ДО ""Топчихинский ДЮЦ""","муниципальное казенное учреждение дополнительного образования  «Топчихинский Детско-юношеский центр"", с. Топчиха",,fe50c313-d260-45d3-9faf-8aa440693392,,,,,,  ,1,,2279004759,1022202767861,,,Муниципальные казенные учреждения,,,,Государственная собственность,,648.0,,1.0,Функционирует,Организация дополнительного образования,,,"край. Алтайский, р-н. Топчихинский, с. Топчиха, ул. Куйбышева, дом 6, 659070",,83855222157,89237528641,topduc@mail.ru,http://topduc.edu22.info/,15,"""Социально-педагогическая"", ""Техническая"", ""Туристско-краеведческая"", ""Художественная""",1562,True,True,False,False,True,Топчихинский ДЮЦ | МКУ ДО «Топчихинский Детско – юношеский центр» Топчихинского района Алтайского краяТопчихинский ДЮЦ | МКУ ДО «Топчихинский Детско – юношеский центр» Топчихинского района Алтайского края,[],[],[]
351,МОУ ДО ДДТ г. Кыштым,Муниципальное образовательное учреждение дополнительного образования Дом детского творчества г. Кыштым,,9cc01c0c-67e4-4dae-9078-e394b73f67b8,,,,,,  ,1,,7413007307,1027400827321,,,,,,,Государственная собственность,,,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Челябинская, г. Кыштым, ул. Ленина, дом 11, 456870",,83515140146,,ddt@edu.kyshtym.org,http://ddt-kyshtym.ucoz.org,61,"""Художественная"", ""Естественнонаучная"", ""Социально-педагогическая"", ""Техническая""",1562,True,True,False,False,True,ДОМ ДЕТСКОГО ТВОРЧЕСТВА - Главная страница,[],[],"[['vk', 'https://vk.com/feed?section=search&q=%23%D0%9A%D1%8B%D1%88%D1%82%D1%8B%D0%BC%D0%AF%D0%B2%D0%A0%D0%94%D0%A8', -1]]"
4976,МБУ ДО «Каменский многопрофильный образовательный центр»,"Муниципальное бюджетное учреждение дополнительного образования ""Каменский многопрофильный образовательный центр""",,b82577f7-82c7-49f8-82c6-626bea3d6670,,,,,,  ,1,,2207009405,1132207000023,,,,,,,,,912.0,,1.0,Функционирует,Организация дополнительного образования,,,"край. Алтайский, г. Камень-на-Оби, ул. Громова, дом 19, 658700",,83858422517,,oo1061@mail.ru,http://кмоц.дети/,15,"""Естественнонаучная"", ""Художественная"", ""Техническая"", ""Социально-педагогическая""",1562,True,True,False,False,True,Горячая линия ⋆ Каменский многопрофильный образовательный центр,[],[],"[['instagram', 'https://www.instagram.com/kmoc.kno/', -1], ['vk', 'https://vk.com/knokmoc', -1]]"
6735,ГБОУ школа № 246 Приморского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 246 Приморского района Санкт-Петербурга,,95b1d79e-0d59-4187-8f40-70b94bb6211c,,,,,,  ,1,,7814351441,5067847266328,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,1995.0,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, ул. Нижне-Каменская, дом 2, лит. А, 197373",,88124913784,88124913787,info@school246.ru,http://school246.ru,10,"""Физкультурно-спортивная"", ""Естественнонаучная"", ""Социально-педагогическая"", ""Художественная"", ""Техническая""",1562,True,True,False,False,True,Главная,[],[],"[['vk', 'https://vk.com/spb_school246', -1]]"
4875,МБОУ ДО ГЦНО ЦИТ,"Муниципальное бюджетное образовательое учреждение дополнительного образования ""Гатчинский центр непрерывного образования ""Центр информационных технологий""",,56874ac4-f61b-49ee-9a52-00756de6ec25,,,,,,  ,1,,4705024093,1024701244600,,,,,,,,,300.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Ленинградская, р-н. Гатчинский, г. Гатчина, ул. Рощинская, 188300",,88137143296,,cit_gatchina@gtn.lokos.net,http://ioc.pnpi.nw.ru,39,Естественнонаучная,1562,True,True,False,,True,«Центр информационных технологий» г. Гатчина,[],"['Муниципальное бюджетное образовательное учреждение дополнительного образования ""Гатчинский центр непрерывного образования ""Центр информационных технологий""']","[['facebook', 'https://www.facebook.com/educationalspaceVesna/?modal=admin_todo_tour', 38], ['vk', 'https://vk.com/public188568729', -1]]"
4176,"МОДО ""ДДТ г. Козьмодемьянска""","Муниципальная организация дополнительного образования ""Дом детского творчества г. Козьмодемьянска""",,280d9cc7-4840-4e72-b79c-a7dc4c7d5ef1,,,,,,  ,1,,1217001925,1021202051705,,,Муниципальные бюджетные учреждения,,,,Государственная собственность,,1200.0,,,,Организация дополнительного образования,,,"Респ. Марий Эл, г. Козьмодемьянск, кв-л. Маслозавода, дом 2, 425350",,88363271595,,ddtkuzma@mail.ru,http://ddtkuzma2.ru,81,"""Художественная"", ""Физкультурно-спортивная"", ""Естественнонаучная"", ""Социально-педагогическая"", ""Туристско-краеведческая""",1562,True,True,False,,True,ДДТ г.Козьмодемьянска - Новости,[],['Дом детского творчества г.Козьмодемьянска'],"[['vk', 'https://vk.com/away.php?to=https%3A%2F%2Fok.ru%2Fgroup%2F54647743905892&post=-155277052_1240&cc_key=', -1], ['vk', 'https://vk.com/video-155277052_456239503', -1], ['vk', 'https://vk.com/video-155277052_456239491', -1], ['vk', 'https://vk.com/club155277052', -1]]"
240,"МБУ ДО ""ЭБС"" Грозненского муниципального района",Муниципальное бюджетное учреждение дополнительного образования «Эколого-биологическая станция Грозненского муниципального района»,,de428247-ef0b-4a16-8409-83a53be1c524,,,,,,  ,1,,2004006448,1092034001641,,,Муниципальные бюджетные учреждения,,,,Государственная собственность,,1111.0,,,,Организация дополнительного образования,,,"Респ. Чеченская, р-н. Грозненский, с. Садовое, ул. Черкасская, 366041",,89388957011,,tshumi@mail.ru,http://eko-groz.dod95.ru/,13,Естественнонаучная,1562,True,True,False,,True,,[],[],[]
3407,МКУДО «Касторенский Дом детского творчества»,Муниципальное казенное учреждение  дополнительного образования «Касторенский Дом детского творчества» Касторенского района Курской области,,97f480cc-01c2-4b34-8ff0-a3d8f88cdf99,,,,,,  ,1,,4608003718,1024600580498,,,Муниципальные казенные учреждения,,,,Государственная собственность,,90.0,,,,Организация дополнительного образования,,,,,84715721245,,ddt257@yandex.ru,http://dom-tvorchestva.3dn.ru,38,"""Физкультурно-спортивная"", ""Художественная"", ""Естественнонаучная"", ""Туристско-краеведческая"", ""Техническая""",1562,True,True,False,False,True,Касторенский Дом детского творчества - наши педагоги,[],[],[]
4130,МБУ ДО РДДТ Манского района,"Муниципальное бюджетное учреждение дополнительного образования ""Районный дом детского творчества Манского района""",,d7d06d27-065b-46a7-9a75-9bb49bb80dd9,,,,,,  ,1,,2424004683,1022400561721,,,,,,,Государственная собственность,,367.0,,1.0,Функционирует,Организация дополнительного образования,,,"край. Красноярский, р-н. Манский, с/с. Шалинский, 663510",,83914921337,,ddtman@yandex.ru,http://,16,"""Художественная"", ""Физкультурно-спортивная"", ""Туристско-краеведческая"", ""Техническая""",1562,True,True,False,False,False,,[],[],[]
4777,"МАУДО ""ДДТ"" Княжпогостского района","Муниципальное автономное учреждение дополнительного образования ""Дом детского творчества"" Княжпогостского района",,3656d3bc-4245-4c59-beb7-3add8f38f982,,,,,,  ,1,,1117003238,1021101068405,,,Автономные учреждения,,,,Государственная собственность,,793.0,,1.0,Функционирует,Организация дополнительного образования,,,"Респ. Коми, р-н. Княжпогостский, г. Емва, ул. Пионерская, 169200",,88213921673,,ddtemva@yandex.ru,http://www.emvaddt.ru,80,"""Художественная"", ""Техническая"", ""Физкультурно-спортивная"", ""Естественнонаучная"", ""Социально-педагогическая""",1562,True,True,False,False,True,Главная | Дом детского творчества,[],[],"[['vk', 'https://vk.com/mincultkomi?w=wall-49393744_19341', -1], ['vk', 'http://vk.com/', -1]]"
764,"МБОУ ДО ""ДДТ"" р.п. Черлак","Бюджетное образовательное учреждение дополнительного образования ""Дом детского творчества""",,62627203-fde6-4ce5-a768-458b5898f889,,,,,,  ,1,,5539012284,1025502100590,,,,,,,Государственная собственность,,1148.0,,,,Организация дополнительного образования,,,"обл. Омская, р-н. Черлакский, рп. Черлак, ул. Победы, 646250",,83815324157,,ddt-cherlak@mail.ru,http://,90,"""Естественнонаучная"", ""Социально-педагогическая"", ""Туристско-краеведческая"", ""Художественная"", ""Техническая""",1562,True,True,False,,False,,[],[],[]
6769,ГБОУ СОШ № 556 Курортного района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение    средняя общеобразовательная школа №556  с углублённым изучением английского языка    Курортного района Санкт-Петербурга,,b7b634b9-b2b2-4f20-b3d1-a8f99a9d0749,,,,,,  ,1,,7827001638,1027812406280,,,,,,,Государственная собственность,,704.0,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, г. Сестрорецк, ул. Токарева, дом 20, лит. А, 197706",,88124172175,,sch556@yandex.ru,http://sch556.spb.ru,10,"""Туристско-краеведческая"", ""Техническая"", ""Физкультурно-спортивная"", ""Художественная"", ""Социально-педагогическая""",1562,True,True,False,False,True,ÐÑÐ½Ð¾Ð²Ð½ÑÐµ ÑÐ²ÐµÐ´ÐµÐ½Ð¸Ñ - Ð¨ÐºÐ¾Ð»Ð° â 556. ÐÑÐ¸ÑÐ¸Ð°Ð»ÑÐ½ÑÐ¹ ÑÐ°Ð¹Ñ,"['Ñ\x88ÐºÐ¾Ð»Ð°, Ð¡ÐµÑ\x81Ñ\x82Ñ\x80Ð¾Ñ\x80ÐµÑ\x86Ðº, Ð¡Ð°Ð½ÐºÑ\x82-Ð\x9fÐµÑ\x82ÐµÑ\x80Ð±Ñ\x83Ñ\x80Ð³, Ð\x9aÑ\x83Ñ\x80Ð¾Ñ\x80Ñ\x82Ð½Ñ\x8bÐ¹, Ñ\x80Ð°Ð¹Ð¾Ð½, Ð°Ð´Ñ\x80ÐµÑ\x81, Ñ\x80ÐµÐ³Ð¸Ñ\x81Ñ\x82Ñ\x80Ð°Ñ\x86Ð¸Ñ\x8f']",['Ð¡Ð°Ð¹Ñ\x82 Ñ\x88ÐºÐ¾Ð»Ñ\x8b â\x84\x96556 Ð\x9aÑ\x83Ñ\x80Ð¾Ñ\x80Ñ\x82Ð½Ð¾Ð³Ð¾ Ñ\x80Ð°Ð¹Ð¾Ð½Ð° Ð³Ð¾Ñ\x80Ð¾Ð´Ð° Ð¡Ð°Ð½ÐºÑ\x82-Ð\x9fÐµÑ\x82ÐµÑ\x80Ð±Ñ\x83Ñ\x80Ð³Ð°'],[]
4202,МАОУДО Детский оздоровительно-образовательный центр им. В. Дубинина,"Муниципальное автономное образовательное учреждение дополнительного образования ""Детский оздоровительно-образовательный центр имени Володи Дубинина""",,6cae6e4b-c635-42d9-9497-9cdc16761454,,,,,,  ,1,,1215058154,1021200762362,,,Муниципальные автономные учреждения,,,,Государственная собственность,,803.0,,1.0,Функционирует,Организация дополнительного образования,,,"Респ. Марий Эл, р-н. Медведевский, п. Песчаный, 424930",,88362451398,,vdubinina12@yandex.ru,http://www.dubinina12.ru,81,"""Художественная"", ""Физкультурно-спортивная"", ""Туристско-краеведческая"", ""Техническая""",1562,True,True,False,,True,Детский лагерь В. Дубинина,[],[],"[['vk', 'https://vk.com/dubinina12rus?z=photo-20697887_457258113%2Falbum-20697887_00%2Frev', -1], ['vk', 'https://vk.com/dubinina12rus', -1]]"
76,АОУДО УР РЭБЦ г. Ижевск,Автономное образовательное учреждение дополнительного образования Удмуртской Республики «Республиканский эколого-биологический центр« г. Ижевск,,cf0985b8-42ee-400f-b9d7-1ed0c46080e0,,,,,,  ,1,,1832023107,1021801438471,,,,,,,,,2100.0,,1.0,Функционирует,Организация дополнительного образования,,,"Респ. Удмуртская, г. Ижевск, ул. Зои Космодемьянской, 426006",,83412713834,,ecologia18@yandex.ru,http://ciur.ru/izh/rebc/default.aspx,86,"""Социально-педагогическая"", ""Туристско-краеведческая"", ""Художественная"", ""Естественнонаучная""",1562,True,True,False,,False,,[],[],[]
909,ГБОУ СОШ № 422 Кронштадтского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №422 Кронштадтского района Санкт-Петербурга,,a1b508c9-f24b-4ada-a094-80e5b384ba0e,,,,,,  ,1,,7818010890,1027808867052,,,,,,,Государственная собственность,,712.0,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, г. Кронштадт, пр-кт. Ленина, дом 6, лит. А, 197760",,88124175713,,kr-school422@mail.ru,http://school422.spb.ru/,10,"""Естественнонаучная"", ""Физкультурно-спортивная"", ""Социально-педагогическая"", ""Художественная"", ""Техническая""",1562,True,True,False,False,True,Официальный сайт 422 школы Кронштадт : Главная,"['школа № 422 Кронштадт, ГБОУ СОШ № 422, отдел образования Кронштадт']",['школа 422'],"[['facebook', 'https://www.facebook.com/sharer/sharer.php?u=http%3A%2F%2Fschool422.spb.ru%2F', -1], ['vk', 'http://vk.com/share.php?url=http%3A%2F%2Fschool422.spb.ru%2F', -1], ['instagram', 'https://www.instagram.com/gunk_mvd/', -1], ['vk', 'https://vk.com/gunk_mvd', -1], ['twitter', 'https://twitter.com/intent/tweet?text=%D0%93%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F%20http%3A%2F%2Fschool422.spb.ru%2F', -1]]"
2414,"МАУ ДО ""ЦТО"" пгт. Разумное","Муниципальное автономное учреждение дополнительного образования ""Центр технологического образования Белгородского района Белгородской области"" пгт. Разумное",,6f66b5b0-3847-4fff-9b73-3caedcafdb41,,,,,,  ,1,,3102018838,1043100503753,,,,,,,Государственная собственность,,,,,,Организация дополнительного образования,,,"обл. Белгородская, р-н. Белгородский, пгт. Разумное, ул. Школьная, дом 1, 308510",,84722591756,,razmuk@mail.ru,http://raz-muk.uobr.ru,23,Техническая,1562,True,True,False,False,True,Муниципальное автономное учреждение дополнительного образования «Центр дополнительного образования «Успех» Белгородского района Белгородской области» | МАУ ДО «ЦДО «Успех»,[],[],"[['vk', 'https://vk.com/cdtbelrn', -1]]"
2554,"БОУ ДО г. Омска ""ЦТРиГО ""Перспектива""","бюджетное образовательное учреждение дополнительного образования города Омска ""Центр творческого развития и гуманитарного образования ""Перспектива""",,8cb593f3-0f37-4650-be7c-a6f3891a2543,,,,,,  ,1,,5501050890,1025500524169,,,,,,,Государственная собственность,,2242.0,,,,Организация дополнительного образования,,,"обл. Омская, г. Омск, ул. Лизы Чайкиной, дом 3, 644027",,83812536109,83812536113,gmc_omsk@mail.ru,http://ctrgo.omsk.obr55.ru/,90,"""Художественная"", ""Естественнонаучная"", ""Социально-педагогическая""",1562,True,True,False,False,True,БДОУ ДО г. Омска  «Центр творческого развития и гуманитарного образования «Перспектива» — официальный сайт учреждения,[],[],[]
3343,ГБОУ школа №583 Приморского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №583 Приморского района Санкт-Петербурга,,4816785f-967e-48f7-ab49-8c247660ca3f,,,,,,  ,1,,7814104266,1037832007740,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, пр-кт. Авиаконструкторов, дом 14, лит. А, 197373",,78123952652,,primschool-583@yandex.ru,http://school583spb.ru/,10,"""Техническая"", ""Естественнонаучная"", ""Физкультурно-спортивная"", ""Художественная"", ""Туристско-краеведческая"", ""Социально-педагогическая""",1562,True,True,False,,True,ГБОУ школа 583,"['школа 583,ГБОУ 583,школа 583 спб']",['Официальный сайт ГБОУ школы № 583 Приморского района Санкт-Петербурга'],"[['twitter', 'http://twitter.com', -1], ['vk', 'https://vk.com/gunk_mvd', -1], ['facebook', 'http://facebook.com', -1]]"
2934,"ГБОУ ""СПб губернаторский ФМЛ № 30""","Государственное бюджетное общеобразовательное учреждение ""Санкт-Петербургский губернаторский физико-математический лицей № 30""",,a991da2d-7abb-45ee-b32f-226c8b70e2b9,,,,,,  ,1,,7801136447,1027800551130,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,1323.0,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, ул. Шевченко, дом 23, кор. 2, 199406",,88123558857,,fml3000@mail.ru,http://school30.spb.ru/,10,"""Туристско-краеведческая"", ""Физкультурно-спортивная"", ""Художественная"", ""Социально-педагогическая"", ""Техническая"", ""Естественнонаучная""",1562,True,True,False,False,True,Ôèçèêî-ìàòåìàòè÷åñêèé ëèöåé ¹ 30 - [Ãëàâíàÿ],[],[],[]
2597,"МБУДО ""СЮТ"" г. Губкин","Муниципальное бюджетное учреждение дополнительного образования ""Станция юных техников"" города Губкина Белгородской области",,386b8524-2585-4a1c-b144-b480436b50e5,,,,,,  ,1,,3127504290,1023102262402,,,,,,,,,,,,,Организация дополнительного образования,,,"обл. Белгородская, г. Губкин, ул. Дзержинского, дом 113, 309181",,84724122385,84724122972,gubkin-st@yandex.ru,http://gubkin-sut.3dn.ru,23,"""Художественная"", ""Техническая"", ""Социально-педагогическая""",1562,True,True,False,False,True,"МБУДО ""Станция юных техников"" г.Губкин - Главная страница",[],[],[]
2688,МКОУДО Дом детского творчества Красносельского МР,"Муниципальное образовательная организация дополнительного образования ""Дом детского творчества""Красносельского муницпального района Костромской области",,4f23b7a2-e2ab-48e8-8c54-27a0c1607588,,,,,,  ,1,,4415003729,1024402236990,,,,,,,Государственная собственность,,200.0,,,,Организация дополнительного образования,,,"обл. Костромская, р-н. Красносельский, пгт. Красное-на-Волге, пл. Красная, дом 2, 157940",,89502415966,89621811957,syroegina737@rambler.ry,http://,36,"""Физкультурно-спортивная"", ""Техническая""",1562,True,True,False,False,False,,[],[],[]
59,ГАУКОДО КОДЮЦЭКТ,"государственное автономное учреждение Калининградской области дополнительного образования ""Калининградский областной детско-юношеский центр экологии, краеведения и туризма""",,be7a2f44-15e8-47a0-8c23-b9361651dd3f,,,,,,  ,1,,3906033459,1023901002091,,,,,,,Государственная собственность,,839.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Калининградская, г. Калининград, ул. Ботаническая, дом 2, 236006",,84012464486,,cebet@mail.ru,http://www.ecocentr39.ru,31,Естественнонаучная,1562,True,True,False,,True,Главная,['Ключевые слова'],['Описание'],"[['vk', 'https://vk.com/ecocentr39', -1], ['instagram', 'https://www.instagram.com/ecocentr39/', -1], ['vk', 'https://vk.com/fst39', -1]]"
65,ОБУ ДО Курский ОДЭБЦ,"Областное бюджетное учреждение дополнительного образования ""Курский областной детский эколого-биологический центр""",,47fe0bb4-de45-4b4f-85cc-9f7b47f1004f,,,,,,  ,1,,4629044698,1024600961461,,,,,,,Государственная собственность,,,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Курская, г. Курск, ул. Никитская, 305029",,74712531280,,yunnatkursk@yandex.ru,http//yunnatkursk.ru,38,Естественнонаучная,1562,True,True,False,,False,,[],[],[]
7471,"МБУДО ""ДДТ"" п. Первомайский","Муниципальное бюджетное учреждение дополнительного образования ""Дом детского творчества"" Первомайского района Оренбургской области",,fb62f0ac-5713-43e3-9d3c-791b337389cd,,,,,,  ,1,,5639005178,1025602830802,,,Муниципальные бюджетные учреждения,,,,Государственная собственность,,647.0,,1.0,Функционирует,Организация дополнительного образования,,,,,83534841144,,perddt@yandex.ru,http://ddt.ucoz.org/,91,"""Естественнонаучная"", ""Социально-педагогическая"", ""Туристско-краеведческая"", ""Художественная"", ""Техническая"", ""Физкультурно-спортивная""",1562,True,True,False,False,True,"МБУДО ""Дом детского творчества"" - Проба",[],[],[]
2940,ГБОУ СОШ №193 Центрального района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 193 Центрального района Санкт-Петербурга,,f4e225b1-2bf5-41de-aa61-10fa071f490b,,,,,,  ,1,,7825127850,1037843019169,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,550.0,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, пер. Гродненский, дом 8-10, 191123",,88124175391,88124175390,sch193@center-edy.spb.ru,http://school193spb.ru/,10,"""Физкультурно-спортивная"", ""Техническая"", ""Естественнонаучная"", ""Художественная"", ""Туристско-краеведческая"", ""Социально-педагогическая""",1562,True,True,False,False,True,НОВОСТИ - Школа 193 Санкт-Петербурга,[],[],"[['vk', 'https://vk.com/newstucentr', -1], ['vk', 'https://vk.com/dopedu_spb', -1], ['vk', 'https://vk.com/gunk_mvd', -1]]"
5077,"МКУДО ""Поспелихинский районный Центр детского творчества""","Муниципальное казённое учреждение дополнительного образования ""Поспелихинский районный Центр детского творчества""",,2d22ca2c-54d6-470a-9f73-a4c37671ae41,,,,,,  ,1,,2265004131,1022202524299,,,Муниципальные казенные учреждения,,,,Государственная собственность,,1295.0,,1.0,Функционирует,Организация дополнительного образования,,,"край. Алтайский, р-н. Поспелихинский, с. Поспелиха, ул. Кондратюка, 659700",,83855621999,,pospcdt@mail.ru,http://pospcdt.ucoz.ru/,15,"""Социально-педагогическая"", ""Художественная"", ""Техническая"", ""Физкультурно-спортивная""",1562,True,True,False,False,True,"Сайт МКУДО "" Поспелихинский Центр детского творчества"" - Новости",[],[],[]
3784,МУДО Сланцевский ЦИТ,"Муниципальное учреждение дополнительного образования ""Сланцевский центр информационных технологий""",,65a07358-8ef5-4c96-8699-a1bb13089d5c,,,,,,  ,1,,4713007990,1054700451992,,,,,,,,,,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Ленинградская, р-н. Сланцевский, г. Сланцы, ул. Грибоедова, дом 8, 188565",,88137421496,,slantsycit@gmail.com,http://slc.lokos.net/cit/,39,"""Художественная"", ""Техническая"", ""Социально-педагогическая""",1562,True,True,False,,False,,[],[],[]
3448,ГБОУ СОШ №543 Московского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №543 Московского района Санкт-Петербурга,,af193a8e-1fa7-4404-a287-87f3969a8ec9,,,,,,  ,1,,7810128964,1027804892939,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, пр-кт. Космонавтов, дом 28, кор. 4, лит. А, 196244",,78123795606,78123790319,school543@inbox.ru,http://,10,"""Физкультурно-спортивная"", ""Туристско-краеведческая"", ""Техническая"", ""Социально-педагогическая"", ""Естественнонаучная"", ""Художественная""",1562,True,True,False,False,False,,[],[],[]
